City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
250,porto novo,6.4965,2.6036,301.05,88,0,2.24,BJ,1698450370
251,port-gentil,-0.7193,8.7815,299.05,86,40,3.75,GA,1698450370
252,rouissat,31.9243,5.3502,294.19,32,0,0.0,DZ,1698450371
253,livada,47.8667,23.1333,285.79,81,80,7.09,RO,1698450371
254,holmsund,63.706,20.3641,272.12,92,100,0.89,SE,1698450371
255,bamboo flat,11.7,92.7167,299.2,89,40,1.03,IN,1698450372
256,marica,-22.9194,-42.8186,296.12,89,100,6.42,BR,1698450372
257,tamanrasset,22.785,5.5228,295.4,21,7,2.23,DZ,1698450372
258,beira,-19.8436,34.8389,293.2,100,0,2.24,MZ,1698450372
259,cedar city,37.6775,-113.0619,288.69,37,0,8.23,US,1698450087
260,mogadishu,2.0371,45.3438,299.34,83,44,3.77,SO,1698450373
261,ashdod,31.8167,34.65,298.31,80,98,2.23,IL,1698450373
262,gamba,-2.65,10.0,297.92,89,100,2.31,GA,1698450373
263,kyzylorda,44.8528,65.5092,279.16,61,40,4.0,KZ,1698450373
264,umba,66.6871,34.3429,272.03,73,100,1.23,RU,1698450374
265,xinyuan,37.3,99.0,268.81,45,0,2.12,CN,1698450374
266,karratha,-20.7377,116.8463,304.96,35,21,0.73,AU,1698450374
267,hasaki,35.7333,140.8333,292.2,62,52,3.75,JP,1698450374
268,mancio lima,-7.6142,-72.8958,298.19,94,100,1.54,BR,1698450375
269,glace bay,46.1969,-59.957,284.7,95,100,4.12,CA,1698450375
270,margaret river,-33.95,115.0667,286.1,57,9,1.43,AU,1698450221
271,fayetteville,35.0527,-78.8784,296.75,70,75,1.54,US,1698450368
272,guerrero negro,27.9769,-114.0611,293.08,69,10,7.93,MX,1698450375
273,san fernando de apure,7.8878,-67.4724,299.04,86,91,1.3,VE,1698450137
274,zhangye,38.9342,100.4517,281.39,25,3,1.81,CN,1698450376
275,roosevelt,33.9668,-103.4505,289.27,39,0,3.79,US,1698450376
276,baidoa,3.1138,43.6498,295.86,90,78,3.8,SO,1698450376
277,panaba,21.2833,-88.2667,299.58,61,14,6.39,MX,1698450377
278,uturoa,-16.7333,-151.4333,297.96,79,100,6.51,PF,1698450377
279,togur,58.3631,82.8265,269.34,78,100,8.49,RU,1698450377
280,molde,62.7375,7.1591,273.03,74,0,4.12,NO,1698450377
281,mount isa,-20.7333,139.5,302.02,10,63,5.14,AU,1698450378
282,quesnel,52.9999,-122.5029,276.43,35,0,1.03,CA,1698450378
283,patan,27.6667,85.3333,287.04,94,20,1.54,NP,1698450378
284,menongue,-14.6585,17.691,292.45,71,88,2.07,AO,1698450379
285,ulladulla,-35.35,150.4667,290.83,48,28,3.72,AU,1698450379
286,katsuura,35.1333,140.3,292.23,66,21,2.29,JP,1698450379
287,yaren,-0.5472,166.916,301.86,66,94,1.75,NR,1698450380
288,filiasi,44.55,23.5167,289.33,76,67,5.44,RO,1698450381
289,cudillero,43.5622,-6.1459,290.66,54,100,2.57,ES,1698450381
290,lompoc,34.6391,-120.4579,296.23,62,0,7.72,US,1698450330
291,ancud,-41.8697,-73.8203,283.39,87,83,8.27,CL,1698450382
292,kongolo,-5.3833,27.0,293.98,88,100,1.5,CD,1698450382
293,bengkulu,-3.8004,102.2655,296.82,81,71,2.44,ID,1698450382
294,tromso,69.6496,18.957,269.16,93,75,0.0,NO,1698450362
295,cobija,-11.0267,-68.7692,298.25,88,100,4.12,BO,1698450383
296,fort mcmurray,56.7268,-111.381,269.92,68,75,3.09,CA,1698450383
297,namibe,-15.1961,12.1522,293.82,82,83,0.53,AO,1698450384
298,brookings,44.3114,-96.7984,270.15,78,75,8.23,US,1698450384
299,kruisfontein,-34.0033,24.7314,286.33,85,100,6.64,ZA,1698450384
300,fale old settlement,-9.3852,-171.2468,301.83,74,23,2.85,TK,1698450384
301,kapuskasing,49.4169,-82.4331,276.15,100,100,6.17,CA,1698450385
302,pukekohe east,-37.2,174.95,290.41,35,100,2.15,NZ,1698450386
303,amga,60.8953,131.9608,262.51,91,92,1.35,RU,1698450386
304,bayanhongor,46.7167,100.1167,272.11,45,35,0.43,MN,1698450386
305,mar del plata,-38.0023,-57.5575,295.16,60,40,5.14,AR,1698450386
306,fukuecho,32.6881,128.8419,292.35,59,20,2.57,JP,1698450387
307,bairnsdale,-37.8333,147.6167,294.85,48,98,2.1,AU,1698450387
308,nyurba,63.2842,118.3319,273.06,85,100,4.2,RU,1698450387
309,barnard castle,54.5415,-1.919,283.17,96,100,1.82,GB,1698450387
310,okhotsk,59.3833,143.3,272.94,98,100,5.38,RU,1698450388
311,acapulco de juarez,16.8634,-99.8901,299.99,90,86,1.9,MX,1698450141
312,ninghai,29.2892,121.4247,291.73,79,94,0.92,CN,1698450388
313,errachidia,31.9275,-4.4285,292.18,42,0,2.06,MA,1698450388
314,bataipora,-22.2953,-53.2711,297.32,84,99,2.28,BR,1698450224
315,la ronge,55.1001,-105.2842,270.29,68,75,5.14,CA,1698450388
316,fray luis beltran,-39.3167,-65.7667,293.12,26,80,12.21,AR,1698450389
317,altagracia de orituco,9.8601,-66.3814,296.57,92,94,1.52,VE,1698450389
318,lorengau,-2.0226,147.2712,301.9,67,96,2.42,PG,1698450389
319,shindand,33.3029,62.1474,291.18,34,2,0.96,AF,1698450389
320,connellsville,40.0178,-79.5895,293.87,84,74,0.89,US,1698450390
321,buctzotz,21.2,-88.7833,299.45,62,19,4.8,MX,1698450390
322,massawa,15.6097,39.45,303.92,64,95,2.37,ER,1698450390
323,bara,10.3744,10.7288,296.98,43,18,1.07,NG,1698450390
324,erenhot,43.6475,111.9767,282.25,30,7,4.63,CN,1698450390
325,hualien city,23.9769,121.6044,295.57,94,98,4.06,TW,1698450391
326,waynesville,35.4887,-82.9887,292.81,76,98,0.89,US,1698450391
327,tateyama,34.9833,139.8667,293.2,66,19,1.66,JP,1698450391
328,manbij,36.5281,37.9549,293.62,46,1,2.26,SY,1698450391
329,kostomuksha,64.571,30.5767,268.17,95,47,1.34,RU,1698450392
330,la'ie,21.6477,-157.9253,304.13,59,1,2.22,US,1698450392
331,remire-montjoly,4.9167,-52.2667,301.17,83,0,1.54,GF,1698450392
332,berezovyy,51.6667,135.7,273.8,52,0,1.09,RU,1698450393
333,saint-philippe,-21.3585,55.7679,296.92,83,84,0.69,RE,1698450393
334,skowhegan,44.7651,-69.7192,292.68,90,58,1.73,US,1698450393
335,san patricio,28.017,-97.5169,303.12,75,68,5.72,US,1698450393
336,aripuana,-9.1667,-60.6333,299.29,76,99,1.53,BR,1698450394
337,marka,1.7159,44.7717,299.26,82,49,3.35,SO,1698450394
338,yerofey pavlovich,53.9667,121.9667,271.93,61,95,0.48,RU,1698450394
339,ghat,24.9647,10.1728,299.38,21,98,1.92,LY,1698450394
340,nizhnyaya tavda,57.6731,66.1725,265.64,94,39,2.16,RU,1698450395
341,velky meder,47.858,17.7688,284.85,81,32,3.52,SK,1698450395
342,paka,4.6374,103.4368,297.11,94,20,0.0,MY,1698450395
343,howard springs,-12.497,131.047,305.3,64,12,2.08,AU,1698450396
344,moree,-29.4667,149.85,294.12,31,0,2.56,AU,1698450396
345,tshikapa,-6.4167,20.8,293.76,98,45,1.06,CD,1698450396
346,carnarvon,-24.8667,113.6333,295.73,49,38,9.51,AU,1698450397
347,voreppe,45.2948,5.6332,285.18,81,39,0.89,FR,1698450397
348,buulobarde,3.8538,45.5674,298.22,84,36,3.1,SO,1698450397
349,inhambane,-23.865,35.3833,294.81,79,0,4.17,MZ,1698450397
350,zeya,53.75,127.2667,270.09,64,21,0.62,RU,1698450398
351,cayambe,0.05,-78.1333,285.74,96,100,0.72,EC,1698450398
352,cherdyn',60.403,56.4787,267.25,94,81,1.07,RU,1698450398
353,seybaplaya,19.65,-90.6667,301.85,77,70,3.97,MX,1698450399
354,pyhajarvi,67.0701,27.2176,266.49,97,99,1.38,FI,1698450399
355,hakha,22.65,93.6167,284.28,96,67,0.66,MM,1698450399
356,tash-kumyr,41.3461,72.2171,288.14,55,100,2.56,KG,1698450399
357,elverum,60.8819,11.5623,270.61,77,64,1.25,NO,1698450400
358,turpan,42.9333,89.1667,287.81,39,83,2.29,CN,1698450400
359,haiku-pauwela,20.9219,-156.3051,304.16,40,20,5.66,US,1698450400
360,mogocha,53.7333,119.7667,271.5,67,30,0.64,RU,1698450400
361,nova vicosa,-17.8919,-39.3719,296.02,96,100,1.91,BR,1698450123
362,talara,-4.5772,-81.2719,295.57,78,75,5.14,PE,1698450401
363,freetown,8.484,-13.2299,300.99,83,75,4.12,SL,1698450401
364,willowmore,-33.2926,23.4895,284.35,79,100,4.94,ZA,1698450401
365,enriquillo,17.9,-71.2333,299.97,82,99,1.32,DO,1698450401
366,bandar-e genaveh,29.5791,50.517,299.2,47,0,3.7,IR,1698450402
367,fortuna,40.5982,-124.1573,287.55,71,0,5.14,US,1698450402
368,sandnessjoen,66.0217,12.6316,268.44,73,69,3.98,NO,1698450402
369,el granada,37.5027,-122.4694,291.51,61,0,8.23,US,1698450184
370,hithadhoo,-0.6,73.0833,300.39,77,91,6.88,MV,1698450403
371,lobujya,27.95,86.8167,263.28,40,0,3.46,NP,1698450403
372,aibak,36.2647,68.0155,289.6,41,9,2.42,AF,1698450403
373,aswan,24.0934,32.907,301.76,24,0,2.06,EG,1698450403
374,bovril,-31.3431,-59.4451,291.4,89,55,1.92,AR,1698450404
375,baise city,23.8997,106.6133,295.1,84,99,0.68,CN,1698450404
376,langsa,4.4683,97.9683,296.94,95,98,1.33,ID,1698450405
377,paita,-5.0892,-81.1144,293.14,85,96,6.83,PE,1698450405
378,bel ombre,-4.6167,55.4167,300.06,83,40,1.03,SC,1698450405
379,kudymkar,59.0173,54.656,265.93,90,19,1.92,RU,1698450406
380,cestos city,5.46,-9.5828,298.66,90,18,3.17,LR,1698450406
381,kharp,66.8014,65.8081,263.02,88,99,3.61,RU,1698450406
382,semnan,35.5729,53.3971,289.42,40,53,0.64,IR,1698450407
383,urangan,-25.3,152.9,294.59,57,36,10.14,AU,1698450407
384,canavieiras,-15.675,-38.9472,298.64,82,82,2.86,BR,1698450407
385,hafar al-batin,28.4328,45.9708,294.47,37,0,0.0,SA,1698450408
386,klyuchi,52.2667,79.1667,270.67,57,11,2.0,RU,1698450408
387,saynshand,44.8824,110.1163,280.93,30,33,2.79,MN,1698450408
388,arkhangel'sk,64.5401,40.5433,272.11,83,100,3.02,RU,1698450401
389,polyarnyy,69.1989,33.4478,269.98,89,100,4.12,RU,1698450409
390,taseyevo,57.2169,94.8978,271.12,50,67,6.71,RU,1698450409
391,turuntayevo,52.2,107.6167,266.2,92,51,1.17,RU,1698450409
392,kisanga,-7.4362,37.7034,297.44,87,91,1.96,TZ,1698450409
393,nagqu,31.5,92.0,267.51,70,100,0.46,CN,1698450410
394,road town,18.4167,-64.6167,300.17,89,75,9.26,VG,1698450410
395,assab,13.0092,42.7394,301.15,76,79,9.38,ER,1698450410
396,bay harbor,30.1471,-85.6146,297.19,78,75,2.57,US,1698450410
397,potanino,55.1786,61.6222,266.6,87,0,3.0,RU,1698450410
398,pursat,12.3333,103.6667,297.85,90,26,0.78,KH,1698450411
399,lepsy,46.235,78.9456,276.98,41,100,5.12,KZ,1698450411
400,aden,12.7794,45.0367,301.19,73,57,6.58,YE,1698450411
401,mokrous,51.2333,47.5167,274.64,99,100,2.03,RU,1698450411
402,prince rupert,54.3161,-130.3201,281.2,51,0,3.09,CA,1698450222
403,le vauclin,14.5452,-60.8388,300.18,89,0,1.54,MQ,1698450412
404,kenai,60.5544,-151.2583,278.76,62,0,2.57,US,1698450412
405,kavieng,-2.5744,150.7967,301.81,72,100,5.09,PG,1698450412
406,coquimbo,-29.9533,-71.3436,288.0,77,0,4.12,CL,1698450412
407,broken hill,-31.95,141.4333,296.77,15,23,6.1,AU,1698450413
408,sumberpucung,-8.1586,112.4829,300.55,53,51,1.29,ID,1698450413
409,xicotepec de juarez,20.3,-97.9667,292.86,93,58,0.64,MX,1698450413
410,arno,60.1167,18.6333,275.81,72,98,4.88,SE,1698450414
411,limoeiro do norte,-5.1456,-38.0981,299.38,72,17,4.78,BR,1698450414
412,aasiaat,68.7098,-52.8699,266.3,89,100,3.36,GL,1698450414
413,gufeng,26.9083,118.9819,286.56,94,100,0.95,CN,1698450415
414,dossor,47.5272,52.9811,286.86,92,98,9.28,KZ,1698450415
415,greymouth,-42.4667,171.2,285.85,59,28,4.08,NZ,1698450415
416,borogontsy,62.6683,131.1683,262.67,90,82,3.49,RU,1698450416
417,santana,-0.0583,-51.1817,303.25,70,0,6.17,BR,1698450416
418,biryusinsk,55.9634,97.8235,270.31,48,7,5.56,RU,1698450416
419,dara,15.3484,-15.4799,303.13,29,12,0.72,SN,1698450416
420,sampit,-2.5333,112.95,300.43,75,13,1.89,ID,1698450417
421,bowen,-20.0167,148.2333,298.98,53,7,9.07,AU,1698450417
422,siwa oasis,29.2041,25.5195,296.95,38,1,2.32,EG,1698450417
423,sidi bel abbes,35.1899,-0.6309,289.77,81,68,1.35,DZ,1698450417
424,cheongsong gun,36.4335,129.057,285.62,77,0,0.69,KR,1698450418
425,ugoofaaru,5.6667,73.0,300.76,78,84,4.56,MV,1698450418
426,tuy hoa,13.0833,109.3,298.9,89,32,1.62,VN,1698450418
427,zhigalovo,54.8097,105.1578,272.1,57,100,3.65,RU,1698450418
428,ciudad acuna,29.3232,-100.9522,305.31,53,0,6.69,MX,1698450419
429,chimbote,-9.0853,-78.5783,292.49,84,93,3.91,PE,1698450419
430,steinbach,50.1667,8.5667,285.17,92,40,4.63,DE,1698450419
431,mejit,10.2753,170.8646,301.37,75,95,4.84,MH,1698450419
432,angaur state,6.906,134.13,301.11,73,63,0.93,PW,1698450420
433,kimbe,-5.5502,150.1429,301.73,72,99,0.7,PG,1698450420
434,harnai,30.1005,67.9374,294.32,30,99,0.89,PK,1698450420
435,sooke,48.3746,-123.7276,282.91,27,0,4.63,CA,1698450420
436,new norfolk,-42.7826,147.0587,288.1,41,92,2.44,AU,1698450420
437,viedma,-40.8135,-62.9967,293.48,25,79,9.92,AR,1698450421
438,kovdor,67.5662,30.4758,266.9,98,98,1.47,RU,1698450158
439,vom,9.7333,8.7833,291.37,81,2,0.63,NG,1698450421
440,corinth,37.9407,22.9573,291.98,72,9,2.61,GR,1698450421
441,bandarbeyla,9.4942,50.8122,299.42,82,99,5.43,SO,1698450422
442,bandar lampung,-5.4254,105.258,299.66,78,53,1.19,ID,1698450422
443,bela,25.9333,81.9833,293.26,41,5,1.47,IN,1698450422
444,paradip garh,20.3167,86.6167,295.81,82,2,2.4,IN,1698450423
445,pudozh,61.8099,36.5345,269.79,80,99,1.79,RU,1698450423
446,hadibu,12.65,54.0333,299.32,78,69,3.75,YE,1698450423
447,saint-pierre,-21.3393,55.4781,296.97,69,0,2.57,RE,1698450424
448,bozyazi,36.1082,32.9611,296.42,37,0,1.77,TR,1698450424
449,vilyuysk,63.7553,121.6247,273.71,96,100,3.13,RU,1698450424
450,gebeit,21.0667,36.3167,298.65,60,64,3.42,SD,1698450424
451,east london,-33.0153,27.9116,290.55,94,100,4.57,ZA,1698450309
452,revelstoke,50.9832,-118.2023,278.16,30,75,4.12,CA,1698450425
453,kyren,51.6828,102.1408,274.23,96,100,3.58,RU,1698450425
454,queenstown,-31.8976,26.8753,286.31,84,100,3.0,ZA,1698450425
455,ares,-6.1944,-35.1603,300.2,85,38,5.36,BR,1698450426
456,lingcheng,22.7072,110.3492,296.25,89,20,1.87,CN,1698450426
457,mohammedia,33.7066,-7.3944,293.44,100,100,2.06,MA,1698450426
458,tomatlan,19.9333,-105.25,299.77,78,79,2.51,MX,1698450427
459,touros,-5.1989,-35.4608,299.13,83,20,7.22,BR,1698450427
460,bulayevo,54.9056,70.4439,268.72,73,14,2.62,KZ,1698450428
461,nsanje,-16.92,35.262,297.0,82,0,1.9,MW,1698450428
462,campeche,19.0,-90.5,301.73,60,85,1.51,MX,1698450381
463,tommot,58.9564,126.2925,271.93,87,99,1.12,RU,1698450428
464,piti village,13.4626,144.6933,303.64,83,40,6.17,GU,1698450429
